Compound index,SMILES,blood mean60min,bone mean60min,brain mean60min,fat mean60min,heart mean60min,intestine mean60min,kidney mean60min,liver mean60min,lung mean60min,muscle mean60min,pancreas mean60min,spleen mean60min,stomach mean60min,uterus mean60min
1806-18F-SC58125,CS(=O)(=O)c1ccc(-n2nc(C(F)(F)F)cc2-c2ccc(F)cc2)cc1,0.09,0.17,0.25,,0.4,,0.46,1.47,0.41,0.32,,0.21,0.17,
1806-18F-SC63217,COc1ccc(-n2nc(C(F)(F)F)cc2-c2ccc(F)cc2)cc1,0.03,0.23,0.08,,0.12,,0.17,0.24,0.18,0.12,,,0.09,
1812-18FSpiro-FBT,O[C@@H]1CCN(Cc2ccc(F)cc2)C[C@H]1N1CCC2(C=Cc3c2cccc3)CC1,0.05,,0.24,,,,,,,,,,,
1814-18FSR144385,O=C(NN1CCCCC1)c1nn(-c2ccc(Cl)cc2Cl)c(-c2ccc(Cl)cc2)c1CF,,,1.38,,,,,,,,,,,
1814-18FSR147963,O=C(NN1CCOCC1)c1nn(-c2ccc(Cl)cc2Cl)c(-c2ccc(Cl)cc2)c1CF,,,3.1,,,,,,,,,,,
1816-FTP,O=C(O)CCSCCCCCCCCCCCCS(=O)(=O)C(F)(F)F,,,,,,,,,,,,,,
1819-18FBF-227,CN(C)c1ncc(/C=C/c2nc3ccc(OCCF)cc3o2)s1,2.09,7.04,1.67,,,,2.42,5.48,,,,,,
1819-18FFACT,CN(C)c1ncc(/C=C/c2nc3ccc(OC(CO)CF)cc3o2)s1,0.64,1.38,0.28,,,,3.25,14.1,,,,,,
1819-18FTHK-525,FCCOc1ccc2nc(/C=C/c3cnc(N4CCOCC4)s3)oc2c1,1.91,9.65,1.68,,,,1.48,2.47,,,,,,
1819-18FTHK-702,OCC(CF)Oc1ccc2nc(/C=C/c3cnc(N4CCOCC4)s3)oc2c1,0.67,1.16,0.35,,,,0.65,3.65,,,,,,
1819-18FTHK-727,OCC(CF)COc1ccc2nc(/C=C/c3cnc(N4CCOCC4)s3)oc2c1,0.66,9.33,0.69,,,,0.98,4.04,,,,,,
1820C-18FFTPP,Fc1ccc([P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,0.02,0.39,0.01,,1.57,,1.75,0.17,0.38,0.26,,0.33,0.69,
1820E-18-FLT,Cc1cn([C@H]2C[C@H](F)[C@@H](CO)O2)c(=O)[nH]c1=O,0.35,1.1,0.06,,,0.57,0.76,0.39,0.38,0.34,0.1,0.95,0.27,
1821A-18FCP99219,[C@@H]12CN(c3c(F)cc4c(=O)c(C(=O)O)cn(-c5c(F)cc(F)cc5)c4n3)C[C@@H]1[C@H]2N,0.09,,,,0.11,1.19,0.31,0.34,0.16,0.09,,0.1,0.25,
1825-18FWC-59,COc1ccc(C)cc1NC(=O)OC1CC2CCCC(C1)N2Cc1ccc(CCF)cc1,0.93,4.87,1.55,8.49,2.13,,10.38,23.35,8.73,1.92,,,,
1826-11CWC-98,COc1ccc(CN2C(=O)C(=O)c3cc(S(=O)(=O)N4CCC[C@H]4COc4ccccc4)ccc32)cc1,,,,,,,,,,,,,,
1826-18FWC-IV-3,O=C1C(=O)N(Cc2ccc(OCCF)cc2)c2ccc(S(=O)(=O)N3CC[C@H]3COc3ccccc3)cc21,0.097,0.115,0.029,0.092,0.087,,0.836,0.284,0.122,0.066,,0.108,,
1827A-18F7a,FCCCC1OC2(CCN(Cc3ccccc3)CC2)c2c1cccc2,0.52,3.48,2.27,,2.46,6.59,5.14,3.24,4.64,0.97,8.92,5.56,3.17,
1827B-18F1,FCC1OC2(CCN(Cc3ccccc3)CC2)c2ccccc21,0.28,1.75,4.27,2.02,2.96,,6.03,3.98,8.32,0.97,9.27,5.3,1.77,
41304-11C1,c1cc(NC(CN2CCCC2)=O)c(C)cc1Cc1ccc(NC(CN2CCCC2)=O)c(C)c1,,,,,,,,,,,,,,
41332-18F38,C(COc1ccc(-n2c(=O)c3c(N)scc3c(C(=O)NC(C)C)n2)cc1)F,,,2.35,,,,,,,,,,,
41365-11CPT70,c1(O)c(Oc2c(C)cccc2)ccc(CCCCCC)c1,0.55,,,,,,0.31,,1.35,,,0.21,,
41373-18FCJ042794,C[C@@H](c1ccc(C(O)=O)cc1)NC(c1cc(Cl)ccc1Oc1ccc(F)cc1)=O,4.52,0.35,0.31,1.82,1.58,37.5,6.71,6.71,2.4,0.41,1.03,0.76,1.91,
41374-18FBIBD124,CNc1ccc(/C=C/c2ccc(OCCOCCOCCF)nc2)cn1,0.44,0.5,0.61,,0.64,,6.63,11.75,0.81,0.42,0.71,0.55,2.89,
41374-18FBIBD127,CNc1ccc(/C=C/c2ccc(OCCOCCOCCF)cc2)cn1,0.34,0.39,0.53,,0.59,,4.31,10.76,1.27,0.3,0.7,1.68,2.41,
41376-18FFCH,C[N+](CCO)(CF)C,,,,,,,,,,,,,,
41392-11C1,C1CCCCC1NC(Oc1cc(-c2ccccc2)c(O)cc1)=O,,,,,,,,,,,,,,
41392-11C2,c1(C(=O)N)cccc(C2=CCCC(OC(NC3CCCCC3)=O)=C2)c1,,,,,,,,,,,,,,
41392-11C3,C1C(NC(Oc2cc(-c3ccccc3)c(O)cc2)=O)CCC1,,,,,,,,,,,,,,
41392-11C4,C1C(NC(Oc2cc(-c3ccccc3)c(O)cc2)=O)CC1,,,,,,,,,,,,,,
41392-11C5,c1cccc(-c2cc(OC(NCCCCCC)=O)ccc2O)c1,,,,,,,,,,,,,,
41392-11C6,C1CCCCC1NC(Oc1cc(C2=NCCO2)ccc1)=O,,,,,,,,,,,,,,
41392-11C7,C1COC(c2cc(OC(NC3CCCC3)=O)ccc2)=N1,,,,,,,,,,,,,,
41392-11C8,CCCCCCNC(Oc1cc(C2=NCCO2)ccc1)=O,,,,,,,,,,,,,,
41429-18F5a,c1cc(CC([B-](F)(F)F)[NH3+])ccc1OC,3.1,2.27,0.32,,3.13,,6.08,3.57,4.32,3.45,,3.15,2.83,
41441-2-18F,n1c(N)c2c(nc1F)n([C@H]1O[C@@H](CO)[C@H](O)[C@H]1O)cn2,1.45,,1.48,,2.3,2.92,5.51,3.33,2.3,1.71,,5.27,,
41458-18F11,Clc1c(CNC(C2N(C)C(=O)CC2)=O)cccc1C(F)(F)F,0.393,0.312,0.218,,0.812,,3.393,2.204,1.073,0.449,,0.651,,
41460-11C4,n1cnc(-c2nc(N(C)C(c3ccc(C)cc3)=O)sc2)cc1NC(C)C,0.05,,1.04,,0.06,,0.22,0.51,0.2,0.07,0.03,0.02,,
41490-R-18FTHK5105,[C@H](CF)(COc1cc2ccc(-c3ccc(N(C)C)cc3)nc2cc1)O,0.58,1.07,1.13,,,,1.16,5.14,,,,,,
41490-S-18FTHK5105,[C@@H](CF)(COc1cc2ccc(-c3ccc(N(C)C)cc3)nc2cc1)O,0.22,0.3,0.64,,,,0.62,3.32,,,,,,
41500-18FZ02035,c1c(OC)cc(C)c(S(=O)(N(CCOCC(=O)N2CCN(C3CCN(CCF)CC3)CC2)C)=O)c1C,1.67,4.63,0.8,0.6,1.67,8.84,4.71,10.1,2.01,1.17,7.58,3.1,4.75,
41500-18FZ02165,c1c(OC)cc(C)c(S(=O)(N(CCOCC(=O)N2CCN(C3CCN(CCF)CC3)CC2)C)=O)c1C,1.62,2.56,1.06,0.29,1.65,10.0,4.41,8.17,2.84,1.19,2.67,5.64,3.29,
41523-125IDRM106,c1c2n(cc(-c3ccc(-c4cc[nH]n4)cc3)n2)cc(I)c1,0.08,,0.02,,0.04,,0.18,0.15,0.07,0.01,,0.04,,
41535-11CLAAM,CN(C)C(CC(C(CC)OC(=O)C)(c1ccccc1)c1ccccc1)C,1.1,2.01,1.07,3.62,1.85,,6.78,8.55,19.12,1.41,5.44,5.75,3.36,
41545-18F1,CN(C)Cc1c(Sc2ccccc2N)ccc(OCCCF)c1,0.1,0.16,0.54,,0.09,,1.29,0.22,0.85,0.07,0.19,0.46,,
41561-11CITMM,CC(C)Nc1cc(-c2csc(N(C)C(c3ccc(OC)cc3)=O)n2)ncn1,0.7,0.92,1.88,,0.95,,2.66,4.15,1.42,0.66,6.85,2.25,1.63,
41576-18FBF-227,c1cc(OCCF)cc2c1nc(/C=C/c1cnc(N(C)C)s1)o2,,7.04,1.67,,,,2.42,5.48,,,,,,
41576-18FFACT,c1cc(OC(CO)CF)cc2c1nc(/C=C/c1cnc(N(C)C)s1)o2,,1.38,0.28,,,,3.25,14.1,,,,,,
41576-18FTHK-525,c1cc(OCCF)cc2c1nc(/C=C/c1cnc(N3CCOCC3)s1)o2,,9.65,1.68,,,,1.48,2.47,,,,,,
41576-18FTHK-702,c1cc(OC(CO)CF)cc2c1nc(/C=C/c1cnc(N3CCOCC3)s1)o2,,1.16,0.35,,,,0.65,3.65,,,,,,
41576-18FTHK-727,c1cc(OCC(CO)CF)cc2c1nc(/C=C/c1cnc(N3CCOCC3)s1)o2,,9.33,0.69,,,,0.98,4.04,,,,,,
41578-18F7a,C(O)C1C(O)[C@H](O)[C@@H](NC(N(CCCCCCF)N=O)=O)C(OC)O1,1.26,13.91,0.59,,1.38,,4.85,2.53,1.36,,1.35,1.18,1.26,
41578-18F7b,C(O)C1C(O)[C@H](O)[C@@H](NC(N(CCCCCCF)N=O)=O)C(OC)O1,0.91,4.08,0.24,,0.91,,4.65,2.58,1.02,,1.16,0.89,0.56,
41582-18FsFMIT,c1cc(OCCF)c(C[C@@H](CC(N2C[C@H]3CCCC[C@H]3C2)=O)C(=O)O)cc1,2.27,1.8,,,2.1,31.79,2.16,2.55,1.84,,1.45,1.61,2.07,
41583-18F-FBEM,C1=CC(=O)N(CCNC(c2ccc(F)cc2)=O)C1=O,,,,,,,,,,,,,,
41588-18FEAEF,C(COCCOCCF)n1nnc([C@]2(O)CC[C@H]3[C@@H]4CCC5=CC(=O)CC[C@]5(C)[C@H]4CC[C@]23C)c1,3.01,0.78,,,0.43,,0.66,0.3,0.73,0.68,,3.7,1.38,5.89
41589-18FmFBG,C(c1cc(F)ccc1)NC(N)=N,,,,,,,,,,,,,,
41609-11CCBA,c1(CNC(=N)/C=C\c2ccccc2)ccccc1OC,,,,,,,,,,,,,,
41609-11CNBA,c1(CNC(=N)c2ccc3ccccc3c2)ccccc1OC,0.8,,0.52,,,,,,,,,,,
41609-11CQBA,c1(CNC(=N)c2cnc3ccccc3c2)ccccc1OC,0.5,,0.39,,,,,,,,,,,
41621-18F4,c1ccc(C(F)(F)F)c(Cl)c1CNC(=O)[C@@H]1CCC(=O)N1CCF,0.277,0.274,0.159,,0.392,,0.693,0.729,0.366,0.245,,0.252,,
41640-11CMBMP,c1cc(-c2cc3c(cc2)oc(=O)n3CC(=O)N(C)c2ccccc2)ccc1OC,0.47,,0.8,,5.91,,13.51,2.81,16.96,,,9.82,,
41656-11CPK11195,CC(CC)N(C(c1cc2ccccc2c(-c2ccccc2Cl)n1)=O)C,,,,,,,,,,,,,,
41656-18F12,COc1ccc(OC)cc1CN(c1ccccc1Sc1ccccc1)C(CF)=O,,,,,,,,,,,,,,
41656-18F14,COc1ccc(OC)cc1CN(c1cccc2c1oc(C)c2)C(CF)=O,,,,,,,,,,,,,,
41656-18F15,c1c(OCCF)c(CN(c2cccnc2Oc2ccccc2)C(C)=O)ccc1,,,,,,,,,,,,,,
41656-18F16,c1c(OCCF)c(CN(c2cccnc2Oc2ccccc2)C(C)=O)cc(OC)c1,,,,,,,,,,,,,,
41656-18F17,c1c(OC)c(CN(c2cccnc2Oc2ccccc2)C(CF)=O)ccc1,,,,,,,,,,,,,,
41656-18F19,c1c(OC)c(CN(c2cc(F)ccc2Oc2ccccc2)C(CF)=O)cc(OC)c1,,,,,,,,,,,,,,
41656-18F21,C(c1c(OC)nccc1)N(c1ccccc1Oc1ccccc1)C(CF)=O,,,,,,,,,,,,,,
41656-18F27,C(c1c2c(ccc1)CCO2)N(c1ccccc1Oc1ccccc1)C(CF)=O,,,,,,,,,,,,,,
41656-18F28,C(c1c(OC)nccc1)N(c1cc(F)ccc1Oc1ccccc1)C(CF)=O,,,,,,,,,,,,,,
41656-18F29,C(c1c2c(ccc1)OCCO2)N(c1ccccc1Oc1ccccc1)C(CF)=O,,,,,,,,,,,,,,
41656-18F30,C(c1c2c(ccc1)OCO2)N(c1ccccc1Oc1ccccc1)C(CF)=O,,,,,,,,,,,,,,
41656-18F31,C(c1c2c(ccc1)CC(C)(C)O2)N(c1ccccc1Oc1ccccc1)C(CF)=O,,,,,,,,,,,,,,
41656-18F7,COc1ccc(OC)cc1CN(c1ccccc1OC1CCCC1)C(CF)=O,,,,,,,,,,,,,,
41656-18F8,COc1ccccc1CN(c1ccccc1OC1CCCC1)C(CF)=O,,,,,,,,,,,,,,
41656-18FFE-PPA,C(COc1cccc(CN(C(C)=O)c2cnccc2Oc2ccccc2)c1)F,,,,,,,,,,,,,,
41656-18FPBR06,COc1ccc(OC)c(CN(C(CF)=O)c2ccccc2Oc2ccccc2)c1,,,,,,,,,,,,,,
41681-β18F1,COc1ccc(OC)c(CN(C(CF)=O)c2ccccc2Oc2ccccc2)c1,,,,,,,,,,,,,,
41688-11C1b,c1(NS(=O)(=O)C)ccc([N+](=O)[O-])cc1Oc1ccccc1OC,2.375,,0.85,,1.85,,2.175,6.225,1.6,0.575,2.125,1.075,,
41688-11C1c,c1(NS(=O)(=O)C)ccc([N+](=O)[O-])cc1Oc1cc(OC)ccc1,1.15,,1.25,,0.675,,1.55,9.65,0.725,0.5,5.375,0.95,,
41688-11C1d,c1(NS(=O)(=O)C)ccc([N+](=O)[O-])cc1Oc1ccc(OC)cc1,0.6,,0.375,,0.55,,0.85,4.325,0.525,0.275,2.525,0.575,,
41692-18FPRIMATX,C(c1cc(Cl)ccc1/C=C/C(=O)N1[C@H](C)CN(Cc2ccc(OCCF)cc2)CC1)N1NNC(C)=N1,1.18,0.77,0.47,,1.74,,6.45,6.78,2.8,0.66,1.56,1.78,4.11,
41738-R18F13,c1ccoc1C(N1CCN([C@@H]2CC(=O)N(c3ccc(-c4ccc(F)cc4)cc3)C2)CC1)=O,,,,,,,,,,,,,,
41787-11C6,C(Nc1cc(-c2csc(N(C)C(c3ccc(OC)cc3)=O)n2)ncn1)(C)C,0.64,,1.85,,0.81,,2.92,3.97,1.57,0.52,,2.36,,
41794-11CTPMP,c1ccc([P+](c2ccccc2)(C)c2ccccc2)cc1.[Br-],0.31,0.3,0.03,,6.49,,3.85,1.62,0.63,0.14,,0.73,0.63,
41794-18FFTPMP,c1ccc([P+](c2ccccc2)(CF)c2ccccc2)cc1.[Br-],0.145,0.05,0.09,,8.65,,3.6,2.86,0.31,0.25,,0.65,0.58,
41806-18F23,c1cccc(C(N2CCN(CCC(COC(C)=O)F)CC2)c2ccccc2)c1,,,,,,,,,,,,,,
41806-18F27,c1cccc(C(C2CCN(CCC(COC(C)=O)F)CC2)(c2ccccc2)O)c1,,,,,,,,,,,,,,
41806-18F38,c1c(F)ccc(C(C2CCN(CCCCOC(C)=O)CC2)(c2ccccc2)O)c1,,,,,,,,,,,,,,
41806-18F39,c1cc(C(C2CCN(CCCCO)CC2)(c2ccccc2)O)ccc1F,,,,,,,,,,,,,,
41806-18F40,c1c(F)ccc(C(=C2CCN(CCCCO)CC2)c2ccccc2)c1,,,,,,,,,,,,,,
41806-18F42,c1c(F)ccc(C(c2ccccc2)=C2CCN(CCCC=O)CC2)c1,,,,,,,,,,,,,,
41806-18F43,c1c(F)ccc(C(c2ccccc2)=C2CCN(CCCC(=O)OCC)CC2)c1,,,,,,,,,,,,,,
41806-18F44,c1c(F)ccc(C(=C2CCN(CCCC(O)=O)CC2)c2ccccc2)c1,,,,,,,,,,,,,,
41806-18F46,c1c(F)ccc(C(C2CCN(CCCC(=O)O)CC2)=O)c1,,,,,,,,,,,,,,
41806-18F47,c1c(F)ccc(C(C2CCN(CCCC(=O)OCC)CC2)=O)c1,,,,,,,,,,,,,,
41824-18FcEFQ,C([C@H]1CC[C@@H](OC)CC1)(c1cc2c(cc1)nc(F)c(CC)c2)=O,1.4,10.79,1.01,,1.76,16.94,7.68,12.98,2.5,1.64,,2.43,21.14,
41830-18F-Ala-BF3,C[C@@H]([B-](F)(F)F)[NH3+],2.44,2.88,0.29,0.76,1.49,,23.22,2.02,3.58,1.19,2.84,2.74,1.53,
41831-18FMCH,C[N+](C)(CCO)CF.[Cl-],,,,,,,,,,,,,,
41876-18F9,C(COc1ccc(CN2CCC(c3ccccc3)(C#N)CC2)cc1)F,2.35,3.95,4.84,,3.28,,4.59,6.17,4.42,2.53,,4.88,,
41877-18F-T807,c1cc2c3cnccc3[nH]c2cc1-c1cnc(F)cc1,,,,,,,,,,,,,,
41904-18F5,c1(Cl)c(Cl)c(N2CCN(CCCCNC(c3ccc(F)nc3)=O)CC2)ccc1,0.019,,0.42,,0.14,,0.91,4.86,0.93,0.12,,0.82,,
41904-18F6,c1c(Cl)c(N2CCN(CCCCNC(c3ccc(-c4cccc(F)n4)cc3)=O)CC2)ccc1,0.045,,0.16,,0.17,,0.87,3.13,0.7,0.08,,1.16,,
41910-124IOIH,c1(I)ccccc1C(=O)NCC(O)=O,0.04,0.02,,,0.01,0.06,0.22,0.02,0.03,0.01,,0.02,0.32,
41912-R18F6b,c1c2ccccc2c(-c2cccnc2F)nc1C(=O)N([C@@H](CC)C)C,0.9,4.0,1.5,,25.0,,19.0,4.5,48.0,1.6,,12.0,3.0,
41914-18FFEC,c1c2ccc(=O)oc2cc(OCCF)c1,1.54,2.09,0.88,,1.16,3.14,6.97,33.76,1.18,0.73,0.77,1.89,0.89,
41914-18FFU104,c1cc(NC(Nc2ccc(F)cc2)=O)ccc1S(N)(=O)=O,13.92,2.52,0.16,,3.46,13.66,9.71,6.76,5.71,1.19,3.33,6.48,2.94,
41929-18FMK9470,c1(C#N)cccc([C@@H]([C@H](C)NC(C(C)(C)Oc2ccc(C)cn2)=O)Cc2ccc(OCCF)cc2)c1,0.31,0.2,0.45,,0.15,,0.14,0.82,0.13,,,,,
41952-18FDIFA,C(C(CO)(Cn1ccnc1[N+](=O)[O-])CF)O,1.52,,,,2.02,,3.26,3.21,1.79,1.76,,,,
41952-18FF1,[N+](c1n(CC(CO)(CF)CO)cc(CO)n1)(=O)[O-],0.6,,,,1.32,,1.86,1.14,0.89,1.25,,,,
41952-18FF2,C(F)C(CO)(CO)CCn1c([N+]([O-])=O)ncc1,2.61,,,,3.24,,9.85,4.24,2.75,2.66,,,,
41952-18FFMISO,c1nc([N+](=O)[O-])n(CC(CO)F)c1,4.09,,,,4.76,,8.52,5.53,4.14,3.79,,,,
41955-19F3,c1cccc([P+](CCOCCF)(c2ccccc2)c2ccccc2)c1,0.23,2.44,,,19.96,4.67,16.86,2.03,4.01,4.42,7.35,1.95,4.72,
42025-18FFP-cRGDySO3K3,c1(S(=O)(=O)O)c(O)ccc(C[C@@H]2C(=O)N[C@@H](CCCCNC(C(C)F)=O)C(=O)N[C@@H](CCCNC(=N)N)C(=O)NCC(=O)N[C@@H](CC(=O)O)C(=O)N2)c1,0.44,,,,,,4.49,1.82,,0.75,,1.43,,
42025-F18FFP-E-cRGDySO3K,c1(S(=O)(=O)O)c(O)ccc(C[C@@H]2C(=O)N[C@@H](CCCCNC([C@H](CCC(=O)NCCCC[C@H]3C(=O)N[C@@H](CCCNC(=N)N)C(=O)NCC(=O)N[C@@H](CC(=O)O)C(=O)N[C@H](Cc4cc(S(=O)(=O)O)c(O)cc4)C(=O)N3)NC(C(C)F)=O)=O)C(=O)N[C@@H](CCCNC(=N)N)C(=O)NCC(=O)N[C@@H](CC(=O)O)C(=O)N2)c1,0.59,,,,,,6.03,2.51,,0.66,,2.08,,
42027-18FWC-4-116,c1(S(N2CCC[C@H]2COc2cnccc2)=O)cc2c(cc1)N(CC1=NC(CCF)N=N1)C(=O)C2=O.O,0.36,0.12,0.03,0.4,0.17,,0.41,0.83,0.83,0.55,,0.2,,
42027-18FWC-4-35,S(N1[C@H](COc2ccccc2)CCC1)(=O)c1ccc2c(c1)C(=O)C(=O)N2Cc1ccc(OCCOCCOCCF)cc1,3.77,2.44,2.05,1.5,2.96,,2.58,3.48,3.0,1.84,,2.72,,
42028-18F10b,C1(C(=O)N(CCN2CCN(c3c(OC)cccc3)CC2)c2cc(F)ccn2)CCCCC1,,,0.303,0.321,0.076,,0.285,0.589,0.118,0.061,,0.103,0.239,
42087-11CPT119,c1(O)cc(CCCCC)ccc1Oc1c(C#N)cccc1,0.34,,,,,,0.93,6.91,1.32,,,0.19,,
42097-18FIPFP,C(c1ccc(F)cc1)(NCCCCC(CC(C(CC(C(CC(C)C)CC(NO)=O)=O)Cc1ccc(I)cc1)=O)C(N)=O)=O,,,,,,,,,,,,,,
42100-18FFEBMP,c1cccc(N(C)C(Cn2c3c(oc2=O)ccc(-c2ccc(OCCF)cc2)c3)=O)c1,1.26,3.13,1.16,,6.43,,15.58,3.25,12.55,2.42,,8.2,,
42111-11C1,c1(C)ccc(-c2nc(N3CCN(C(Nc4onc(C)c4C)=O)CC3)sc2)c(F)c1,0.06,,4.5,,0.23,,27.25,16.52,5.31,0.11,,2.11,,
42123-11CCMDC,c1(=O)c(C#N)c(N2CCC(c3ccc(C)cc3)CC2)ccn1CC1C=C1.C,1.21,,0.56,,0.96,,2.37,4.67,1.28,0.53,7.09,2.14,,
42131-11C1,C(c1cc(-c2c(F)cc(OC)cc2)c(OCc2ccnc(C)c2)cn1)(=O)N,0.65,,0.38,,2.29,,2.95,16.08,2.5,1.38,1.44,2.01,2.27,
42133-11CTKF,C(COc1cc2ccc(-c3ccc(NC)cc3)nc2cc1)F,1.57,1.01,2.1,,2.51,,2.06,7.02,1.52,1.01,,,2.3,
42151-18F-AmBF3−B9858,C(COc1cc2ccc(-c3ccc(NC)cc3)nc2cc1)F,0.69,0.48,0.02,0.13,0.39,,36.2,0.58,0.7,0.19,0.18,0.43,,
42151-18F-AmBF3−B9958,C(COc1cc2ccc(-c3ccc(NC)cc3)nc2cc1)F,0.29,0.33,0.01,0.05,0.13,,30.9,0.25,0.31,0.09,0.07,0.32,,
42152-18FFPC,c1(N)ncc(-c2cnn(C3CCN(CCOCCOCCOCCF)CC3)c2)cc1O[C@@H](C1=C(Cl)C(F)=CCC1Cl)C,4.77,0.64,,,2.67,,29.4,30.61,8.5,4.88,,10.64,5.64,
42156-11CCEP-32496,CC(C)(c1cc(NC(=O)Nc2cccc(Oc3c4c(cc(OC)c(OC)c4)ncn3)c2)no1)C(F)(F)F,0.61,,0.08,,1.98,,4.91,12.69,2.24,1.06,2.66,1.36,,
42161-18F-FEDBT,c1cc(OCCF)cc2c1nc(-c1cc(OC)c(OC)cc1)s2,2.37,5.11,1.82,,1.8,,1.95,2.07,1.71,1.64,1.31,1.49,1.13,2.2
42163-18F3,c1([N+](=O)[O-])cc(C(=O)Nc2ccc(CCF)cc2)c(Cl)cc1,0.029,0.166,0.113,0.036,0.015,,0.277,0.087,0.052,0.012,,,,
42164-18FSB1,COc1cc(NCCCF)cc(OC)c1NC(c1ccc(Cc2c(C)cc3c(c2)C(C)(C)CCC3)o1)=O,0.07,0.22,0.04,,0.36,,0.45,1.05,0.24,0.16,0.5,0.28,0.24,
42164-18FSB2,COc1cc(NCCCF)cc(OC)c1NC(c1ccc(Oc2c(C)cc3c(c2)C(C)(C)CC3)o1)=O,0.06,0.14,0.04,,0.23,,0.25,0.66,0.28,0.13,0.28,0.18,0.15,
42164-18FSB3,FCCOc1cc(OC)c(NC(=O)c2ccc(Cc3c(C)cc4c(c3)C(C)(C)CCC4)o2)c(OC)c1,0.07,0.08,0.06,,0.17,,0.24,0.63,0.15,0.11,0.26,0.13,0.14,
42164-18FSB4,COc1cc(OCCF)cc(OC)c1NC(c1ccc(Oc2c(C)cc3c(c2)C(C)(C)CC3)o1)=O,0.11,0.09,0.06,,0.24,,0.28,0.57,0.28,0.14,0.35,0.15,0.18,
42168-R-11Cemopamil,c1ccc([C@@](CCCN(CCc2ccccc2)C)(C(C)C)C#N)cc1,0.46875,,0.625,,0.59375,,2.875,3.46875,2.875,0.78125,4.0,1.84375,,
42168-S-11Cemopamil,c1ccc([C@](CCCN(CCc2ccccc2)C)(C(C)C)C#N)cc1,0.375,,0.375,,0.84375,,3.3125,4.96875,4.375,0.8125,4.125,1.6875,,
42176-18F1,C(N)(=N)NC[C@H](C[C@@H](C(=O)O)N)CCCF,0.22,2.01,0.09,,0.34,,2.94,4.34,0.84,0.39,3.26,0.53,0.93,
42190-11Cisoproterenol,c1c(O)c(O)ccc1C(CNC(C)C)O,0.93,,0.17,,0.34,,5.1,0.83,0.55,0.37,4.1,0.44,1.8,
42245-131ICHIBA-1001,c1c(I)ccc(OC(=O)N2C3CCN(CC3)CC2)c1,4.59,2.92,6.28,,3.63,,,21.56,10.5,2.58,,6.56,7.36,
42249-18F4a,c1c(NC)ccc2c1ncc(-c1ccc(OCCF)cc1)n2,5.24,6.2,3.17,,4.24,18.75,3.79,5.0,3.77,,,3.04,2.5,
42249-18F4b,c1c(NC)ccc2c1ncc(-c1ccc(OCCOCCOCCF)cc1)n2,1.54,1.78,0.64,,1.03,39.02,1.65,4.89,1.15,,,0.94,6.53,
42258-18F8,C(C)N(CCNC(c1cnc2c(n1)ccc(I)c2)=O)CCOCCOCCOCCF,1.42,1.4,1.82,,2.72,,3.46,2.56,1.86,1.17,2.09,3.72,4.41,
42258-18F9,C(C)N(CCNC(c1cnc2c(n1)ccc(I)c2)=O)CCOCCOCCOCCOCCOCCOCCOCCF,1.15,1.82,1.03,,1.58,,3.6,2.02,1.75,1.07,2.63,2.35,5.87,
42260-18F-FPIT,c12ccc(-c3nnn(-c4c(F)nccc4)c3C)cc1CN(C(C)C)C2=O,0.32,0.55,0.8,,0.48,,1.16,1.59,0.94,0.26,0.91,0.68,,
42267-18F13,C(CF)Oc1ccc(CN2CCN(C(=O)CCCCc3ccccc3)CC2)cc1,1.98,3.73,2.38,,1.91,,3.4,22.24,2.36,1.45,,3.22,2.89,
42267-18F14,C(CF)Oc1ccc(CN2CCN(C(CCc3ccccc3)=O)CC2)cc1,1.47,1.99,1.82,,1.83,,3.74,19.85,2.57,1.37,,2.53,4.21,
42267-18F16,C(CF)Oc1ccc(CN2CCN(CCCc3ccccc3)CC2)cc1,0.59,3.67,8.77,,7.02,,13.11,7.46,15.2,2.74,,9.15,1.54,
42269-18F1,C(CN1CCC(n2ncc(-c3cnc(N)c(O[C@@H](c4c(Cl)c(F)ccc4Cl)C)c3)c2)CC1)F,,,1.8,,1.6,,2.2,3.7,,1.2,,,,
42269-18F4,C1COCCN1C1CCN(c2c(CC)cc3c(c2)C(C)(C)c2c(c4c(n2CCF)cc(C#N)cc4)C3=O)CC1,,,1.5,,2.0,,4.9,10.2,,2.0,,,,
42269-18F9,CC(S(c1c(Nc2nc(Nc3cc(C)c(C4CCN(CCF)CC4)cc3OC(C)C)ncc2Cl)cccc1)(=O)=O)C,,,4.0,,2.6,,5.7,6.4,,2.1,,,,
42274-2-18F-FBPO,O=c1n(CCC#N)nc(-c2ccc(OCc3c(F)cccc3)cc2)o1,0.33,8.82,1.15,,2.12,,1.12,10.82,2.71,,1.17,0.3,,
42276-125I1,O=S(N1CCC(Oc2ccc(CC(N3CCC(N4C(=O)CCc5ccccc54)CC3)=O)c(OC/C=C\I)c2)CC1)(=O)C,0.55,,0.04,,0.54,,0.69,3.09,1.45,0.23,,,,0.45
42276-125I2,O=S(N1CCC(Oc2ccc(CC(N3CCC(N4C(=O)CCc5ccccc54)CC3)=O)c(OC/C=C/I)c2)CC1)(=O)C,0.32,,0.02,,0.39,,0.46,3.01,0.66,0.15,,,,0.31
